bibliographicResourceID,orderNumber,agentID,isEditor
https://www.jstor.org/stable/23873848,1,_:a1,false
https://id.biodiversity.org.au/reference/apni/23028,1,_:a2,false
_:ref1,1,_:a3,false
_:ref4,1,_:a3,false
_:ref5,1,_:a4,false
_:ref5,2,_:a1,false
_:ref6,1,_:a5,false
_:b63,1,_:a6,false
