localName,label,definition,usage,notes,examples,type,organizedInClass,required,repeatable
genericName,Generic Name,The genus part of the scientificName without authorship.,This property should not be used for names at and above the rank of genus. For those names the uninomial property should be used.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
infragenericEpithet,Infrageneric Epithet,The infrageneric part of a binomial name at ranks above species but below  genus.,"Names at ranks between species and genus are composed of two parts; the  genus and this infrageneric epithet. This property should therefore always  be accompanied by the genus property. If the infragenericEpithet property is  present, the uninomial, specificEpithet and infraspecificEpithet properties  should be absent.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
specificEpithet,Specific Epithet,The name of the first or species epithet of the scientificName.,"Names at ranks of species and below are composed of two or three words; the  genus name, the specific epithet and possibly an infraspecific epithet.  This property should therefore always be accompanied by the `genus` property.  If the `specificEpithet` property is present the `uninomial` and  `infragenericEpithet` properties should be absent.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
infraspecificEpithet,Infraspecific Epithet,"The name of the lowest or terminal infraspecific epithet of the scientificName, excluding any rank designation.","Names at ranks below species are composed of three words; the genus name,  the specific epithet and an infraspecific epithet. This property should  therefore always be accompanied by the `genus` and `specificEpithet`  properties. If the `specificEpithet` property is present the `uninomial` and  `infragenericEpithet` properties should be absent.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
cultivarEpithet,Cultivar Epithet,"Part of the name of a cultivar, cultivar group or grex that follows the  scientific name.","The cultivar epithet follows a well-formed botanical name. Only include the string of the epithet. i.e. omit the single quotes around cultivar  names, the word nullGroupnull that denotes cultivar group and the + sign  used in chimeras.",,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
namePublishedInYear,Name Published In Year,The four-digit year in which the scientificName was published.,This is the publication year for the present name combination not for the basionym should this be a new combination.,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
verbatimRank,Verbatim Rank,The taxonomic rank of the most specific name in the scientificName as it  appears in the original record.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/tcs/terms/TaxonName,False,False
