ID,type,bibo_handle,dcterms_title,dcterms_bibliographicCitation,dcterms_creator,dcterms_date,dcterms_isPartOf,bibo_publisher,bibo_volume,bibo_issue,bibo_pageStart,bibo_pageEnd,bibo_pages,bibo_numPages,bibo_number,bibo_isbn,bibo_isbn10,bibo_isbn13,bibo_issn,bibo_doi
_:br134536,bibo:Journal,,Edinburgh Journal of Botany,,,,,,,,,,,,,,,,,
_:br807227,bibo:Issue,,,,,1995,_:br134536,,52,,,,,,,,,,,
_:ref1,bibo:AcademicArticle,,"A revision of Rhododendron VI. Subgenus Pentanthera 
            (sections Sciadorhodon, Rhodora and Viscidula)",,_:a990305,1995,_:br807227,,,,,,1-54,,,,,,,
