taxonConceptID,taxonNameID
_:tc1,https://ipni.org/n/14620-1
_:tc1,_:tn3
_:tc189611,_:tn4
_:tc189611,_:tn5
_:tc189611,https://ipni.org/n/950666-1
_:tc821656,https://ipni.org/n/219536-2
_:tc097522,https://ipni.org/n/333228-1
_:tc097522,https://ipni.org/n/219524-2
_:tc097522,_:tn8
_:tc097522,https://ipni.org/n/219459-2
