bibliographicResourceID,orderNumber,agentID,isEditor
https://tropicos.org/reference/9002886,1,https://www.wikidata.org/wiki/Q21339909,false
https://tropicos.org/reference/9002886,2,https://www.wikidata.org/wiki/Q5411655,false
https://tropicos.org/reference/9005756,1,https://www.wikidata.org/wiki/Q21511351,false
https://tropicos.org/reference/9006742,1,https://www.wikidata.org/wiki/Q21339909,false
https://tropicos.org/reference/9007945,1,https://www.wikidata.org/wiki/Q21522236,false
https://tropicos.org/reference/9007945,2,https://www.wikidata.org/wiki/Q5411655,false
https://tropicos.org/reference/9020903,1,https://orcid.org/0000-0003-2224-6821,false
