groupID,memberID
_:a169079,https://www.wikidata.org/wiki/Q21339909
_:a169079,https://www.wikidata.org/wiki/Q5411655
_:a024065,https://www.wikidata.org/wiki/Q21522236
_:a024065,https://www.wikidata.org/wiki/Q5411655
