ID,nameString,scientificNameAuthorship,namePublishedInLiteral,namePublishedInYear,nomenclaturalStatus,basionymID,replacedNameID,basedOnID
https://tropicos.org/name/35121455,Dicranoloma arfakianum,(Geh.) Renauld,,,legitimate,https://tropicos.org/name/35121903,,
https://tropicos.org/name/35121903,Dicranum arfakianum,Geh.,Bibliotheca Botanica 44: 3. 1. 1898. (Biblioth. Bot.),,legitimate,,,
https://tropicos.org/name/35154836,Leucoloma arfakianum,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35121903,,
https://tropicos.org/name/35122257,Dicranum elimbatum,Broth. & Geh.,Bibliotheca Botanica 44: 3. 1898. (Biblioth. Bot.),,invalid,,,
https://tropicos.org/name/35121458,Dicranoloma assimile,(Hampe) Renauld,,,legitimate,https://tropicos.org/name/35121913,,
https://tropicos.org/name/35121913,Dicranum assimile,Hampe,Icones Muscorum Novorum vel Minus Cognitorum pl. 24. 1844. (Icon. Musc. (Hampe) ),,legitimate,,,
https://tropicos.org/name/35154841,Leucoloma assimile,(Hampe) Broth.,"Nat. Pflanzenfam. 1,3: 322 (1901)",1901,legitimate,https://tropicos.org/name/35121913,,
https://tropicos.org/name/35123973,Dicranum polysetum var. assimile,(Hampe) Dozy & Molk.,Musci Frondosi Inediti Archipelagi Indici 5: 143. 1847. (Musc. Frond. Ined. Archip. Ind.),,legitimate,https://tropicos.org/name/35121913,,
https://tropicos.org/name/35124384,Dicranum sumatranum,Broth.,Genera Muscorum Frondosorum 285. 1900. (Gen. Musc. Frond.),,legitimate,,,
https://tropicos.org/name/35155131,Leucoloma sumatranum,(Müll.Hal.) Broth.,"Nat. Pflanzenfam. 1,3: 322 (1901)",1901,,https://tropicos.org/name/35124384,,
https://tropicos.org/name/35121646,Dicranoloma sumatranum,(Müll.Hal.) Renauld,Essai Leucoloma 14 (1909),1909,,https://tropicos.org/name/35124384,,
https://tropicos.org/name/35121535,Dicranoloma gedeanum,Renauld & Cardot,Revue Bryologique 28: 117. 1901. (Rev. Bryol.),,legitimate,,,
https://tropicos.org/name/35204815,Dicranum assimile f. major,M.Fleisch.,Musci Fl. Buitenzorg 1: 74 (1904),1904,,,,
https://tropicos.org/name/35121587,Dicranoloma perarmatum,Broth.,Öfversigt af Finska Vetenskaps-Societetens Förhandlingar 47 (14) tcs: 1. 1905. (Öfvers. Finska Vetensk.-Soc. Förh.),,legitimate,,,
https://tropicos.org/name/35121569,Dicranoloma monocarpum,Broth.,"The Philippine Journal of Science. Section C, Botany 13: 202. 1918. (Philipp. J. Sci., C.)",,legitimate,,,
https://tropicos.org/name/35121523,Dicranoloma euryloma,Dixon,"Journal of the Linnean Society, Botany 50: 69. 1 f. 4. 1935. (J. Linn. Soc., Bot.)",,legitimate,,,
https://tropicos.org/name/35121524,Dicranoloma euryloma var. rugifolium,E.B.Bartram,Philippine Journal of Science 61: 237. 1936. (Philipp. J. Sci.),,legitimate,,,
https://tropicos.org/name/35121480,Dicranoloma brachyphyllum,Nog.,Journal of the Hattori Botanical Laboratory 10: 3. 1 f. 1–6. 1953. (J. Hattori Bot. Lab.),,legitimate,,,
https://tropicos.org/name/35168349,Dicranoloma havilandii var. latifolium,Zanten,"Nova Guinea, Botany 10(16) tcs: 272. pl. 23: f. 3. 1964. (Nova Guinea, Bot.)",,legitimate,,,
https://tropicos.org/name/35154921,Leucoloma donaldi,Broth.,"Index Bryologicus, editio secunda 3: 27. 1904. (Index Bryol. (ed. 2) )",,invalid,,,
https://tropicos.org/name/35204723,Dicranoloma bartramianum,(B.H.Allen) Klazenga,,,legitimate,https://tropicos.org/name/35183593,,
https://tropicos.org/name/35183593,Dicranum bartramianum,B.H.Allen,"Cryptogamie: Bryologie, Lichénologie 8: 323. 1987. (Cryptog. Bryol. Lichénol.)",,legitimate,,https://tropicos.org/name/35120798,
https://tropicos.org/name/35120798,Dicnemon robustum,E.B.Bartram,The Bryologist 48: 112. 1945. (Bryologist),,legitimate,,,
https://tropicos.org/name/35162373,Eucamptodon robustus,E.B.Bartram,Brittonia 11: 88. 1959. (Brittonia),,legitimate,https://tropicos.org/name/35120798,,
https://tropicos.org/name/35121467,Dicranoloma billarderii,(Brid.) Paris,,,legitimate,https://tropicos.org/name/35121960,,
https://tropicos.org/name/35121960,Dicranum billarderii,Brid.,Botanische Zeitung (Regensburg) 1: 214. 1802. (Bot. Zeitung (Regensburg) ),,legitimate,,,
https://tropicos.org/name/35121578,Dicranoloma novoguinense,(Broth. & Geh.) Paris,"Index Bryologicus, editio secunda 2: 28. 1904. (Index Bryol. (ed. 2) )",,,https://tropicos.org/name/35123838,,
https://tropicos.org/name/35123838,Dicranum novoguinense,Broth. & Geh.,Öfversigt af Finska Vetenskaps-Societetens Förhandlingar 37: 151. 1895. (Öfvers. Finska Vetensk.-Soc. Förh.),,legitimate,,,
https://tropicos.org/name/35155018,Leucoloma novoguinense,(Broth. & Geh.) Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,,https://tropicos.org/name/35123838,,
https://tropicos.org/name/35121488,Dicranoloma brevicapsulare,Dixon,Bulletin of the Torrey Botanical Club 51: 226. 3 f. 2. 1924. (Bull. Torrey Bot. Club),,legitimate,,,
https://tropicos.org/name/35121635,Dicranoloma subecostatum,Dixon,"Journal of the Linnean Society, Botany 50: 69. 1935. (J. Linn. Soc., Bot.)",,legitimate,,https://tropicos.org/name/35121637,
https://tropicos.org/name/35121637,Dicranoloma subenerve,Broth.,Mitteilungen aus dem Institut für Allgemeine Botanik in Hamburg 7(2) tcs: 117. 1928. (Mitt. Inst. Allg. Bot. Hamburg),,illegitimate,,,
https://tropicos.org/name/35121595,Dicranoloma phillipsiae,E.B.Bartram,Philippine Journal of Science 68: 53. f. 56. 1939. (Philipp. J. Sci.),,legitimate,,,
https://tropicos.org/name/35121510,Dicranoloma deningeri,Herzog,Hedwigia 61: 289. 1919. (Hedwigia),,invalid,,,
https://tropicos.org/name/35121475,Dicranoloma blumei,(Nees) Renauld,,,legitimate,https://tropicos.org/name/35121972,,
https://tropicos.org/name/35121972,Dicranum blumei,Nees,Nova Acta Physico-medica Academiae Caesareae Leopoldino-Carolinae Naturae Curiosorum Exhibentia Ephemerides sive Observationes Historias et Experimenta 11(1) tcs: 131. 15 f. 1. 1823. (Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur.),,legitimate,,,
https://tropicos.org/name/35154856,Leucoloma blumei,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35121972,,
https://tropicos.org/name/35121973,Dicranum blumei var. laxifolium,Broth. & Geh.,Bibliotheca Botanica 44: 4. 1898. (Biblioth. Bot.),,legitimate,,,
https://tropicos.org/name/35121476,Dicranoloma blumei var. laxifolium,M.Fleisch.,Nova Guinea 12(2) tcs: 112. 1914. (Nova Guinea),,legitimate,https://tropicos.org/name/35121973,,
https://tropicos.org/name/35121477,Dicranoloma blumei var. papillisetum,M.Fleisch.,Nova Guinea 12(2) tcs: 112. 1914. (Nova Guinea),,legitimate,,,
https://tropicos.org/name/35121484,Dicranoloma braunfelsioides,Herzog,Hedwigia 61: 288. 1919. (Hedwigia),,legitimate,,,
https://tropicos.org/name/35188177,Dicranoloma blumei f. subintegrum,Dixon,"Journal of Botany, British and Foreign 80: 4. 1942. (J. Bot.)",,legitimate,,,
https://tropicos.org/name/35121486,Dicranoloma braunii,(Müll.Hal.) Paris,,,legitimate,https://tropicos.org/name/35122018,,
https://tropicos.org/name/35122018,Dicranum braunii,Müll.Hal.,Bryologia Javanica 1: 69. 57. 1858. (Bryol. Jav.),,legitimate,,,
https://tropicos.org/name/35154865,Leucoloma braunii,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35122018,,
https://tropicos.org/name/35154862,Leucoloma brachypelma,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,,https://tropicos.org/name/35122011,
https://tropicos.org/name/35122011,Dicranum brachypelma,Müll.Hal.,Synopsis Muscorum Frondosorum omnium hucusque Cognitorum 2: 595. 1851. (Sep 1851) (Syn. Musc. Frond.),,illegitimate,,,
https://tropicos.org/name/35121479,Dicranoloma brachypelma,(Broth.) Paris,,,legitimate,https://tropicos.org/name/35154862,,
https://tropicos.org/name/35123489,Dicranum graeffeanum,Müll.Hal.,Journal des Museums Godeffroy 3(6) tcs: 62. 1874. (J. Mus. Godeffroy),,legitimate,,,
https://tropicos.org/name/35154946,Leucoloma graeffeanum,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35123489,,
https://tropicos.org/name/35121537,Dicranoloma graeffeanum,Paris,"Index Bryologicus, editio secunda 2: 27. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123489,,
https://tropicos.org/name/35123636,Dicranum laevifolium,Broth. & Geh.,Bibliotheca Botanica 44: 4. 1898. (Biblioth. Bot.),,legitimate,,,
https://tropicos.org/name/35154980,Leucoloma laevifolium,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35123636,,
https://tropicos.org/name/35121556,Dicranoloma laevifolium,Paris,"Index Bryologicus, editio secunda 2: 27. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123636,,
https://tropicos.org/name/35123815,Dicranum nematosum,Broth. & Geh.,Öfversigt af Finska Vetenskaps-Societetens Förhandlingar 40: 163. 1898. (Öfvers. Finska Vetensk.-Soc. Förh.),,legitimate,,,
https://tropicos.org/name/35155008,Leucoloma nematosum,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35123815,,
https://tropicos.org/name/35121574,Dicranoloma nematosum,Paris,"Index Bryologicus, editio secunda 2: 28. 1904. (Index Bryol. (ed. 2) )",,legitimate,https://tropicos.org/name/35123815,,
https://tropicos.org/name/35167975,Dicranoloma brevisetum f. nematosum,(Broth. & Geh.) B.C.Tan & T.J.Kop.,Annales Botanici Fennici 20: 326. 1983. (Ann. Bot. Fenn.),,legitimate,https://tropicos.org/name/35123815,,
https://tropicos.org/name/35186801,Dicranum braunii f. mindanense,M.Fleisch.,Die Musci der Flora von Buitenzorg 1: 84. 1904. (Musci Buitenzorg),,legitimate,,,
https://tropicos.org/name/35123766,Dicranum mindanense,Broth.,Genera Muscorum Frondosorum 288. 1900. (Gen. Musc. Frond.),,invalid,https://tropicos.org/name/35186801,,
https://tropicos.org/name/100472684,Dicranoloma braunii f. mindanense,Sasaoka,Transactions of the Natural History Society of Formosa 18: 184. 1928. (Trans. Nat. Hist. Soc. Formosa),,legitimate,https://tropicos.org/name/35186801,,
https://tropicos.org/name/35162123,Dicranoloma braunii var. mindanense,Ihsiba,Catalog of Mosses of Japan [index] 4. 1929. (Cat. Mosses Japan),,legitimate,https://tropicos.org/name/35186801,,
https://tropicos.org/name/100472683,Dicranoloma mindanense,Z.Iwats. & B.C.Tan,"Kalikasan, Philippine Journal of Biology 8: 188. 1979. (Kalikasan)",,legitimate,https://tropicos.org/name/35186801,,
https://tropicos.org/name/35121487,Dicranoloma braunii var. samoanum,Broth.,"Denkschriften der Kaiserlichen Akademie der Wissenschaften, Wien. Mathematisch-naturwissenschaftliche Klasse 84: 387. 1908. (Denkschr. Kaiserl. Akad. Wiss., Wien Math.-Naturwiss. Kl.)",,legitimate,,,
https://tropicos.org/name/35167976,Dicranoloma brevisetum var. samoanum,(Broth.) B.C.Tan & T.J.Kop.,,,legitimate,https://tropicos.org/name/35121487,,
https://tropicos.org/name/35204816,Dicranoloma braunii f. brevifolium,Dixon,"Journal of the Linnean Society, Botany 45: 497. 1922. (J. Linn. Soc., Bot.)",,legitimate,,,
https://tropicos.org/name/35121543,Dicranoloma hemineuron,Dixon,Annales Bryologici 5: 22. 1932. (Ann. Bryol.),,legitimate,,,
https://tropicos.org/name/35121452,Dicranoloma angustifrondeum,Dixon,"Journal of the Linnean Society, Botany 50: 70. 1 f. 3. 1935. (J. Linn. Soc., Bot.)",,legitimate,,,
https://tropicos.org/name/35121631,Dicranoloma spiniforme,E.B.Bartram,Farlowia 4: 237. 1952. (Farlowia),,legitimate,,,
https://tropicos.org/name/35113481,Bartramia pungentella,Müll.Hal.,Index Bryologicus Supplementum Primum 35. 1900. (Index Bryol. Suppl.),,invalid,,,
https://tropicos.org/name/35123553,Dicranum horridum,Geh.,Genera Muscorum Frondosorum 294. 1900. (Gen. Musc. Frond.),,invalid,,,
https://tropicos.org/name/35121491,Dicranoloma brevisetum,(Dozy & Molk.) Paris,,,legitimate,https://tropicos.org/name/35150829,,
https://tropicos.org/name/35150829,Megalostylium brevisetum,Dozy & Molk.,"Musci Frondosi Inediti Archipelagi Indici 6: 146, pl. 44. 1848. (Musc. Frond. Ined. Archip. Ind.)",,legitimate,,https://tropicos.org/name/35122026,
https://tropicos.org/name/35122026,Dicranum brevisetum,Dozy & Molk.,Muscorum Frondosorum Novae Species ex Archipelago Indico et Japonica 5. 1844. (Aug–Sep 1844) (Musc. Frond. Archip. Ind.),,illegitimate,,,
https://tropicos.org/name/35154870,Leucoloma brevisetum,Broth.,Die Natürlichen Pflanzenfamilien I(3) tcs: 322. 1901. (Nat. Pflanzenfam.),,legitimate,https://tropicos.org/name/35150829,,
https://tropicos.org/name/35191032,Dicranoloma brevisetum var. brevisetum,,,,,,,https://tropicos.org/name/35121491
https://tropicos.org/name/35122028,Dicranum brevisetum var. angustum,Sande Lac.,Bryologia Javanica 2: 225. 1870. (Bryol. Jav.),,legitimate,,,
https://tropicos.org/name/35123679,Dicranum leucophyllum,Sande Lac.,"Verhandelingen der Koninklijke Akademie van Wetenschappen, Afdeeling Natuurkunde 13: 10. 6C. 1872. (Verh. Kon. Akad. Wetensch., Afd. Natuurk.)",,legitimate,,,
