ID,taxonConceptLabel,taxonNameID,accordingToID,taxonRank,parentID
https://tropicos.org/reference/9002886#name-35121455,Dicranoloma arfakianum sec. Tan & Koponen 1983,https://tropicos.org/name/35121455,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121457,Dicranoloma armitii sec. Tan & Koponen 1983,https://tropicos.org/name/35121457,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121458,Dicranoloma assimile sec. Tan & Koponen 1983,https://tropicos.org/name/35121458,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121467,Dicranoloma billarderii sec. Tan & Koponen 1983,https://tropicos.org/name/35121467,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121475,Dicranoloma blumei sec. Tan & Koponen 1983,https://tropicos.org/name/35121475,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121479,Dicranoloma brachypelma sec. Tan & Koponen 1983,https://tropicos.org/name/35121479,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121483,Dicranoloma brassii sec. Tan & Koponen 1983,https://tropicos.org/name/35121483,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9005756#name-35121488,Dicranoloma brevicapsulare sec. Eddy 1988,https://tropicos.org/name/35121488,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9002886#name-35121491,Dicranoloma brevisetum sec. Tan & Koponen 1983,https://tropicos.org/name/35121491,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35191032,Dicranoloma brevisetum var. brevisetum sec. Tan & Koponen 1983,https://tropicos.org/name/35191032,https://tropicos.org/reference/9002886,variety,https://tropicos.org/reference/9006742#name-35121491
https://tropicos.org/reference/9002886#name-35167976,Dicranoloma brevisetum var. samoanum sec. Tan & Koponen 1983,https://tropicos.org/name/35167976,https://tropicos.org/reference/9002886,variety,https://tropicos.org/reference/9006742#name-35121491
https://tropicos.org/reference/9002886#name-35167975,Dicranoloma brevisetum f. nematosum sec. Tan & Koponen 1983,https://tropicos.org/name/35167975,https://tropicos.org/reference/9002886,form,https://tropicos.org/reference/9002886#name-35167976
https://tropicos.org/reference/9002886#name-35121509,Dicranoloma daymannianum sec. Tan & Koponen 1983,https://tropicos.org/name/35121509,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121514,Dicranoloma dicarpon sec. Tan & Koponen 1983,https://tropicos.org/name/35121514,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121518,Dicranoloma dives sec. Tan & Koponen 1983,https://tropicos.org/name/35121518,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121530,Dicranoloma fragile sec. Tan & Koponen 1983,https://tropicos.org/name/35121530,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121578,Dicranoloma novoguinense sec. Tan & Koponen 1983,https://tropicos.org/name/35121578,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9002886#name-35121609,Dicranoloma reflexum sec. Tan & Koponen 1983,https://tropicos.org/name/35121609,https://tropicos.org/reference/9002886,species,
https://tropicos.org/reference/9005756#name-35158613,Cryptodicranum armitii sec. Eddy 1988,https://tropicos.org/name/35158613,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121458-2,Dicranoloma assimile s.l. sec. Eddy 1988,https://tropicos.org/name/35121458,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121455,Dicranoloma arfakianum sec. Eddy 1988,https://tropicos.org/name/35121455,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121458,Dicranoloma assimile s.s. sec. Eddy 1988,https://tropicos.org/name/35121458,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121467,Dicranoloma billarderii sec. Eddy 1988,https://tropicos.org/name/35121467,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121475,Dicranoloma blumei sec. Eddy 1988,https://tropicos.org/name/35121475,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121486,Dicranoloma braunii sec. Eddy 1988,https://tropicos.org/name/35121486,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121491,Dicranoloma brevisetum sec. Eddy 1988,https://tropicos.org/name/35121491,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121530,Dicranoloma fragile sec. Eddy 1988,https://tropicos.org/name/35121530,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35184079,Dicranoloma geluense sec. Eddy 1988,https://tropicos.org/name/35184079,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121542,Dicranoloma havilandii sec. Eddy 1988,https://tropicos.org/name/35121542,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121556,Dicranoloma laevifolium sec. Eddy 1988,https://tropicos.org/name/35121556,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121559,Dicranoloma leucophyllum sec. Eddy 1988,https://tropicos.org/name/35121559,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121578,Dicranoloma novoguinense sec. Eddy 1988,https://tropicos.org/name/35121578,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121587,Dicranoloma perarmatum sec. Eddy 1988,https://tropicos.org/name/35121587,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121609-2,Dicranoloma reflexum s.l. sec. Eddy 1988,https://tropicos.org/name/35121609,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121609,Dicranoloma reflexum s.s. sec. Eddy 1988,https://tropicos.org/name/35121609,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9005756#name-35121617,Dicranoloma rugifolium sec. Eddy 1988,https://tropicos.org/name/35121617,https://tropicos.org/reference/9005756,species,
https://tropicos.org/reference/9006742#name-35121457,Dicranoloma armitii sec. Tan 1989,https://tropicos.org/name/35121457,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121458,Dicranoloma assimile sec. Tan 1989,https://tropicos.org/name/35121458,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121467,Dicranoloma billarderii sec. Tan 1989,https://tropicos.org/name/35121467,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121475,Dicranoloma blumei sec. Tan 1989,https://tropicos.org/name/35121475,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121484,Dicranoloma braunfelsioides sec. Tan 1989,https://tropicos.org/name/35121484,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121491,Dicranoloma brevisetum sec. Tan 1989,https://tropicos.org/name/35121491,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121542,Dicranoloma havilandii sec. Tan 1989,https://tropicos.org/name/35121542,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121596,Dicranoloma platycaulon sec. Tan 1989,https://tropicos.org/name/35121596,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121578,Dicranoloma novoguinense sec. Tan 1989,https://tropicos.org/name/35121578,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9006742#name-35121609,Dicranoloma reflexum sec. Tan 1989,https://tropicos.org/name/35121609,https://tropicos.org/reference/9006742,species,
https://tropicos.org/reference/9007945#name-35121903,Dicranum arfakianum sec. Norris & Koponen 1990,https://tropicos.org/name/35121903,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35121907,Dicranum armitii sec. Norris & Koponen 1990,https://tropicos.org/name/35121907,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35121913,Dicranum assimile sec. Norris & Koponen 1990,https://tropicos.org/name/35121913,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35204723,Dicranum bartramianum sec. Norris & Koponen 1990,https://tropicos.org/name/35183593,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35121960,Dicranum billarderii sec. Norris & Koponen 1990,https://tropicos.org/name/35121960,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35121972,Dicranum blumei sec. Norris & Koponen 1990,https://tropicos.org/name/35121972,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35122018,Dicranum braunii sec. Norris & Koponen 1990,https://tropicos.org/name/35122018,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35184272,Dicranum cutlackii sec. Norris & Koponen 1990,https://tropicos.org/name/35184272,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35184274,Dicranum daymannianum sec. Norris & Koponen 1990,https://tropicos.org/name/35184274,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35122214,Dicranum dicarpon sec. Norris & Koponen 1990,https://tropicos.org/name/35122214,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35184275,Dicranum geluense sec. Norris & Koponen 1990,https://tropicos.org/name/35184275,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#-name-35123838,Dicranum novoguineense sec. Norris & Koponen 1990,https://tropicos.org/name/35123838,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9007945#name-35184276,Dicranum rugifolium sec. Norris & Koponen 1990,https://tropicos.org/name/35184276,https://tropicos.org/reference/9007945,species,
https://tropicos.org/reference/9020903#name-35121455,Dicranoloma arfakianum sec. Klazenga 1999,https://tropicos.org/name/35121455,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000378
https://tropicos.org/reference/9020903#name-35158613,Cryptodicranum armitii sec. Klazenga 1999,https://tropicos.org/name/35158613,https://tropicos.org/reference/9020903,species,https://tropicos.org/reference/9020903#name-35000314
