bibliographicResourceID,orderNumber,agentID,isEditor
https://doi.org/10.1111/j.1469-7998.1904.tb08288.x,1,_:a0,false
https://doi.org/10.2307/3503830,1,_:a6,false
urn:isbn:978-1-4214-0093-8,1,_:a3,false
urn:isbn:978-1-4214-0093-8,2,_:a4,false
_:ref0,1,_:a5,false
